sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,Divize E,2024-09-07,Bzenec_Slovan,Olomouc_HFK,6.0,1.0,1.39,4.08,5.02,home
Fotbal,Divize E,2024-09-07,Vsetín,Šternberk_FK,4.0,0.0,1.38,4.11,5.19,home
Fotbal,Divize E,2024-09-21,Vsetín,Šumperk,3.0,0.0,1.35,4.17,5.53,home
Fotbal,Divize E,2024-09-29,Kozlovice_FK,Nové_Sady,1.0,0.0,1.48,4.02,4.23,home
Fotbal,Divize E,2024-10-05,Vsetín,Baťov,4.0,1.0,1.28,4.35,6.39,home
Fotbal,Divize E,2024-10-11,Hranice_SK,Olomouc_HFK,3.0,1.0,1.25,4.44,7.13,home
Fotbal,Divize E,2024-10-13,Kozlovice_FK,Holešov,6.0,2.0,1.53,3.89,4.02,home
Fotbal,Divize E,2024-10-13,Všechovice,Kvasice,2.0,1.0,1.4,4.07,4.92,home
Fotbal,Divize E,2024-10-27,Všechovice,Olomouc_HFK,5.0,2.0,1.42,4.05,4.69,home
Fotbal,Divize E,2024-11-02,Hranice_SK,Šumperk,5.0,1.0,1.3,4.28,6.17,home
Fotbal,Divize E,2024-11-02,Vsetín,Skaštice,4.0,0.0,1.33,4.17,5.88,home
Fotbal,Divize E,2024-11-10,Kozlovice_FK,Slavičín,2.0,0.0,1.5,3.91,4.22,home
Fotbal,Divize E,2024-11-17,Všechovice,Skaštice,2.0,0.0,1.44,4.03,4.56,home
Fotbal,Divize E,2025-03-22,Vsetín,Kvasice,1.0,0.0,1.2,4.7,8.32,home
Fotbal,Divize E,2025-03-28,Hranice_SK,Nové_Sady,2.0,1.0,1.15,5.01,10.2,home
Fotbal,Divize E,2025-04-05,Vsetín,Olomouc_HFK,3.0,1.0,1.33,4.2,5.73,home
