sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,2.rumunská liga,2024-09-14,Ceahlaul_Piatra_Neamt,Metaloglobus_Bukurešt,0.0,1.0,2.46,2.82,2.9,away
Fotbal,2.rumunská liga,2024-09-17,Rešita_CSM,Csikszereda,2.0,3.0,2.42,2.94,2.83,away
Fotbal,2.rumunská liga,2024-09-20,Chindia_Targoviste,Ceahlaul_Piatra_Neamt,0.0,1.0,2.64,2.67,2.84,away
Fotbal,2.rumunská liga,2024-09-28,Focsani,Bihor_Oradea_FC,0.0,3.0,2.35,2.79,3.08,away
Fotbal,2.rumunská liga,2024-10-05,Afumati,Voluntari_FC,0.0,1.0,2.48,2.82,2.87,away
Fotbal,2.rumunská liga,2024-10-05,Metaloglobus_Bukurešt,Arges_Piesti,1.0,2.0,2.6,2.62,2.94,away
Fotbal,2.rumunská liga,2024-10-05,Mioveni,Rešita_CSM,0.0,1.0,2.59,2.85,2.71,away
Fotbal,2.rumunská liga,2024-11-07,Viitorul_Selimbar,Rešita_CSM,0.0,3.0,2.44,2.76,2.98,away
Fotbal,2.rumunská liga,2024-11-10,Slatina_CSM,U_Craiova_1948,1.0,2.0,2.56,2.75,2.84,away
Fotbal,2.rumunská liga,2024-11-23,Dumbravita,Viitorul_Selimbar,2.0,3.0,2.74,2.62,2.79,away
Fotbal,2.rumunská liga,2024-11-23,Slatina_CSM,Concordia_Chiajna,1.0,2.0,2.35,2.72,3.17,away
Fotbal,2.rumunská liga,2024-12-01,Concordia_Chiajna,U_Craiova_1948,0.0,2.0,2.46,2.74,2.98,away
Fotbal,2.rumunská liga,2024-12-16,Metaloglobus_Bukurešt,Slatina_CSM,0.0,1.0,2.29,2.71,3.28,away
Fotbal,2.rumunská liga,2025-02-22,Concordia_Chiajna,Metaloglobus_Bukurešt,2.0,3.0,2.48,2.72,2.98,away
Fotbal,2.rumunská liga,2025-02-22,Dumbravita,Ceahlaul_Piatra_Neamt,1.0,2.0,2.5,2.73,2.94,away
Fotbal,2.rumunská liga,2025-03-27,Metaloglobus_Bukurešt,Rešita_CSM,0.0,4.0,2.69,2.67,2.79,away
Fotbal,2.rumunská liga,2025-03-29,Metalul_Buzau,Bihor_Oradea_FC,1.0,2.0,2.22,2.88,3.2,away
Fotbal,2.rumunská liga,2025-04-05,Dumbravita,Metalul_Buzau,0.0,1.0,2.28,2.79,3.2,away
