sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,2.švýcarská liga,2024-09-20,Stade_Lausanne_Ouchy,Wil,0.0,0.0,2.14,3.45,3.06,draw
Fotbal,2.švýcarská liga,2024-09-23,Wil,Thun,0.0,0.0,2.89,3.52,2.2,draw
Fotbal,2.švýcarská liga,2024-10-04,Bellinzona,Thun,0.0,0.0,3.42,3.43,1.99,draw
Fotbal,2.švýcarská liga,2024-10-05,Aarau_FC,Vaduz,0.0,0.0,2.0,3.8,3.1,draw
Fotbal,2.švýcarská liga,2024-10-05,Wil,Stade_Lausanne_Ouchy,2.0,2.0,2.24,3.39,2.91,draw
Fotbal,2.švýcarská liga,2024-10-19,Stade_Lausanne_Ouchy,Bellinzona,1.0,1.0,1.99,3.49,3.37,draw
Fotbal,2.švýcarská liga,2024-10-25,Et._Carouge,Stade_Lausanne_Ouchy,1.0,1.0,1.93,3.57,3.49,draw
Fotbal,2.švýcarská liga,2024-10-27,Wil,Vaduz,0.0,0.0,2.19,3.55,2.89,draw
Fotbal,2.švýcarská liga,2024-11-01,Stade_Lausanne_Ouchy,Vaduz,2.0,2.0,2.04,3.67,3.12,draw
Fotbal,2.švýcarská liga,2024-11-10,Wil,Schaffhausen_FC,2.0,2.0,1.95,3.41,3.58,draw
Fotbal,2.švýcarská liga,2024-11-22,Aarau_FC,Wil,,,1.85,3.66,3.7,draw
Fotbal,2.švýcarská liga,2024-11-22,Schaffhausen_FC,Stade_Lausanne_Ouchy,,,2.97,3.3,2.25,draw
Fotbal,2.švýcarská liga,2024-11-22,Nyonnais,Vaduz,,,2.86,3.75,2.14,draw
Fotbal,2.švýcarská liga,2024-11-22,Et._Carouge,Bellinzona,2.0,2.0,1.81,3.4,4.23,draw
Fotbal,2.švýcarská liga,2024-11-24,Aarau_FC,Wil,1.0,1.0,1.65,3.79,4.62,draw
Fotbal,2.švýcarská liga,2024-11-29,Vaduz,Schaffhausen_FC,2.0,2.0,2.02,3.58,3.21,draw
Fotbal,2.švýcarská liga,2024-11-30,Bellinzona,Nyonnais,1.0,1.0,1.77,3.65,4.07,draw
Fotbal,2.švýcarská liga,2024-11-30,Thun,Aarau_FC,1.0,1.0,1.9,3.69,3.47,draw
Fotbal,2.švýcarská liga,2024-12-03,Nyonnais,Vaduz,1.0,1.0,2.69,3.58,2.31,draw
Fotbal,2.švýcarská liga,2024-12-13,Stade_Lausanne_Ouchy,Thun,1.0,1.0,2.6,3.4,2.46,draw
Fotbal,2.švýcarská liga,2025-01-24,Et._Carouge,Wil,1.0,1.0,1.81,3.5,4.08,draw
Fotbal,2.švýcarská liga,2025-02-14,Schaffhausen_FC,Et._Carouge,0.0,0.0,3.46,3.3,2.02,draw
Fotbal,2.švýcarská liga,2025-02-14,Xamax_Neuchatel,Vaduz,0.0,0.0,2.18,3.59,2.88,draw
Fotbal,2.švýcarská liga,2025-02-22,Bellinzona,Et._Carouge,0.0,0.0,2.17,3.29,3.12,draw
Fotbal,2.švýcarská liga,2025-03-16,Wil,Aarau_FC,2.0,2.0,3.16,3.51,2.07,draw
Fotbal,2.švýcarská liga,2025-03-28,Aarau_FC,Et._Carouge,2.0,2.0,1.8,3.38,4.29,draw
Fotbal,2.švýcarská liga,2025-04-04,Aarau_FC,Stade_Lausanne_Ouchy,2.0,2.0,1.71,3.84,4.2,draw
Fotbal,2.švýcarská liga,2025-04-11,Bellinzona,Vaduz,,,2.08,3.34,3.27,draw
Fotbal,2.švýcarská liga,2025-04-11,Schaffhausen_FC,Stade_Lausanne_Ouchy,,,3.77,3.59,1.85,draw
Fotbal,2.švýcarská liga,2025-04-11,Wil,Et._Carouge,,,2.39,3.34,2.72,draw
Fotbal,2.švýcarská liga,2025-04-11,Xamax_Neuchatel,Aarau_FC,,,3.62,3.68,1.86,draw
