sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,2.japonská liga,2024-09-07,JEF_United,Mito_Hollyhock,4.0,0.0,1.77,3.51,4.27,home
Fotbal,2.japonská liga,2024-09-14,Montedio_Yamagata,Thespa_Kusatsu,4.0,1.0,1.57,3.8,5.36,home
Fotbal,2.japonská liga,2024-09-14,Okayama_Fagiano,Ehime_FC,3.0,0.0,1.5,4.09,5.78,home
Fotbal,2.japonská liga,2024-09-14,Shimizu,Renofa-Yamaguchi,4.0,1.0,1.42,4.14,7.23,home
Fotbal,2.japonská liga,2024-09-15,Yokohama_FC,Ventforet_Kofu,1.0,0.0,1.53,3.89,5.72,home
Fotbal,2.japonská liga,2024-09-22,V-Varen-Nagasaki,Thespa_Kusatsu,2.0,0.0,1.51,4.11,5.52,home
Fotbal,2.japonská liga,2024-10-05,JEF_United,Thespa_Kusatsu,1.0,0.0,1.36,4.56,7.7,home
Fotbal,2.japonská liga,2024-10-06,Yokohama_FC,Kagoshima,1.0,0.0,1.29,4.9,9.14,home
Fotbal,2.japonská liga,2024-10-19,JEF_United,Ventforet_Kofu,2.0,1.0,1.75,3.67,4.17,home
Fotbal,2.japonská liga,2024-10-27,V-Varen-Nagasaki,Kagoshima,4.0,1.0,1.65,3.91,4.49,home
Fotbal,2.japonská liga,2024-11-03,Okayama_Fagiano,Fujieda_MYFC,2.0,0.0,1.4,4.49,6.77,home
Fotbal,2.japonská liga,2024-11-03,Shimizu,Iwaki,1.0,0.0,1.62,3.84,4.79,home
Fotbal,2.japonská liga,2024-11-10,Iwaki,Thespa_Kusatsu,3.0,0.0,1.71,3.67,4.43,home
Fotbal,2.japonská liga,2024-11-10,Vegalta_Sendai,Trinita_Oita,2.0,1.0,1.59,3.64,5.5,home
Fotbal,2.japonská liga,2024-11-10,V-Varen-Nagasaki,Ehime_FC,5.0,2.0,1.34,4.92,7.48,home
Fotbal,2.japonská liga,2025-02-15,Jubilo,Mito_Hollyhock,3.0,2.0,1.63,3.64,5.0,home
Fotbal,2.japonská liga,2025-02-22,JEF_United,Toyama_Kataller,2.0,0.0,1.58,3.69,5.54,home
Fotbal,2.japonská liga,2025-03-08,Omiya_Ardija,Renofa-Yamaguchi,2.0,1.0,1.63,3.64,5.06,home
Fotbal,2.japonská liga,2025-03-16,JEF_United,Ehime_FC,5.0,1.0,1.43,4.27,6.33,home
Fotbal,2.japonská liga,2025-03-23,V-Varen-Nagasaki,Blaublitz-Akita,5.0,1.0,1.69,3.61,4.6,home
Fotbal,2.japonská liga,2025-04-05,JEF_United,Mito_Hollyhock,2.0,1.0,1.65,3.68,4.79,home
