sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,1.salvádorská liga,2024-09-08,Isidro_Metapán,Luis_Angel_Firpo,1.0,2.0,2.02,3.13,3.35,away
Fotbal,1.salvádorská liga,2024-10-06,Municipal_Limeno,Once_Deportivo,0.0,2.0,2.15,2.76,3.51,away
Fotbal,1.salvádorská liga,2024-10-06,Platense,Dragon_CD,0.0,3.0,1.99,3.04,3.54,away
Fotbal,1.salvádorská liga,2024-10-30,Cacahuatique,Isidro_Metapán,1.0,2.0,2.19,2.81,3.35,away
Fotbal,1.salvádorská liga,2024-11-04,FAS_CD,Municipal_Limeno,1.0,2.0,2.21,2.83,3.29,away
Fotbal,1.salvádorská liga,2024-12-08,Cacahuatique,Municipal_Limeno,0.0,1.0,2.23,2.71,3.41,away
Fotbal,1.salvádorská liga,2024-12-22,FAS_CD,Once_Deportivo,1.0,2.0,2.12,2.7,3.71,away
Fotbal,1.salvádorská liga,2025-01-19,Once_Deportivo,Fuerte_San_Francisco,1.0,2.0,2.08,2.79,3.67,away
Fotbal,1.salvádorská liga,2025-01-30,FAS_CD,Luis_Angel_Firpo,0.0,3.0,2.17,2.85,3.33,away
Fotbal,1.salvádorská liga,2025-02-02,Fuerte_San_Francisco,Platense,0.0,2.0,2.06,2.96,3.45,away
Fotbal,1.salvádorská liga,2025-02-09,Dragon_CD,Fuerte_San_Francisco,0.0,1.0,2.21,2.78,3.35,away
Fotbal,1.salvádorská liga,2025-03-02,Platense,Dragon_CD,0.0,1.0,2.09,2.98,3.35,away
Fotbal,1.salvádorská liga,2025-03-24,Municipal_Limeno,Fuerte_San_Francisco,1.0,2.0,2.09,2.83,3.57,away
Fotbal,1.salvádorská liga,2025-03-27,Luis_Angel_Firpo,FAS_CD,1.0,2.0,2.03,2.9,3.64,away
