sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,2.francouzská liga,2024-09-16,Grenoble,Caen,3.0,1.0,2.95,3.15,2.43,home
Fotbal,2.francouzská liga,2024-09-20,Bastia,Paris_FC,2.0,1.0,3.05,2.94,2.49,home
Fotbal,2.francouzská liga,2024-09-20,Dunkerque,Pau,3.0,2.0,2.86,3.1,2.54,home
Fotbal,2.francouzská liga,2024-09-24,Ajaccio,Grenoble,2.0,0.0,2.81,2.7,2.92,home
Fotbal,2.francouzská liga,2024-09-24,Dunkerque,Bastia,2.0,1.0,3.05,2.88,2.55,home
Fotbal,2.francouzská liga,2024-10-29,Troyes,Pau,3.0,0.0,2.74,3.24,2.54,home
Fotbal,2.francouzská liga,2024-11-01,Clermont,Lorient,2.0,1.0,3.26,3.38,2.16,home
Fotbal,2.francouzská liga,2024-11-08,Ajaccio,Clermont,2.0,0.0,3.05,2.74,2.66,home
Fotbal,2.francouzská liga,2025-01-24,Laval,Troyes,1.0,0.0,2.86,2.89,2.69,home
Fotbal,2.francouzská liga,2025-01-31,Grenoble,Rodez,2.0,1.0,3.1,3.32,2.26,home
Fotbal,2.francouzská liga,2025-02-15,Dunkerque,Paris_FC,1.0,0.0,2.9,2.97,2.59,home
Fotbal,2.francouzská liga,2025-02-28,Troyes,Bastia,2.0,0.0,2.92,2.69,2.82,home
Fotbal,2.francouzská liga,2025-03-01,Red_Stars,Guingamp,3.0,1.0,2.96,3.13,2.44,home
Fotbal,2.francouzská liga,2025-03-10,Rodez,Dunkerque,5.0,1.0,2.86,3.33,2.4,home
Fotbal,2.francouzská liga,2025-03-14,Amiens,Caen,2.0,1.0,3.08,3.06,2.4,home
Fotbal,2.francouzská liga,2025-03-28,Martigues,Ajaccio,2.0,0.0,3.12,2.91,2.47,home
Fotbal,2.francouzská liga,2025-04-07,Dunkerque,Guingamp,3.0,1.0,2.77,3.25,2.52,home
