sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,1.peruánská liga,2024-09-19,Los_Chankas,Cajamarca,1.0,1.0,1.62,3.73,4.96,draw
Fotbal,1.peruánská liga,2024-09-20,Carlos_Manucci,FBC_Melgar,1.0,1.0,5.16,3.72,1.6,draw
Fotbal,1.peruánská liga,2024-09-23,Cajamarca,Carlos_Manucci,,,1.52,3.91,5.82,draw
Fotbal,1.peruánská liga,2024-10-22,Atlético_Grau,Deportivo_Garcilaso,2.0,2.0,1.52,3.73,6.19,draw
Fotbal,1.peruánská liga,2024-11-02,Cajamarca,Sport_Huancayo,1.0,1.0,1.48,4.05,6.13,draw
Fotbal,1.peruánská liga,2024-11-02,Carlos_Manucci,Alianza_Atlético_Sullana,2.0,2.0,1.44,4.04,6.99,draw
Fotbal,1.peruánská liga,2024-11-03,Los_Chankas,Universitario_de_Deportes,0.0,0.0,6.48,4.19,1.44,draw
Fotbal,1.peruánská liga,2025-03-29,FBC_Melgar,Tarma_ADT,,,1.51,4.0,5.77,draw
Fotbal,1.peruánská liga,2025-03-29,Alianza_Universidad,Comerciantes_Unidos,,,1.62,3.89,4.78,draw
Fotbal,1.peruánská liga,2025-04-05,Binacional,Ayacucho,1.0,1.0,1.65,3.8,4.65,draw
Fotbal,1.peruánská liga,2025-04-06,Sport_Boys,Los_Chankas,1.0,1.0,1.55,3.91,5.43,draw
