sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,2.rakouská liga,2024-09-22,Liefering,Horn,0.0,1.0,1.59,4.04,4.29,away
Fotbal,2.rakouská liga,2024-10-06,Ried_SV,Sankt_Poelten,2.0,4.0,1.59,3.62,4.71,away
Fotbal,2.rakouská liga,2024-10-26,Rapid_Wien_Amat.,Lafnitz,2.0,3.0,1.5,4.34,4.59,away
