sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,2.německá liga,2024-09-22,Paderborn,Hannover_96,,,2.14,3.61,2.93,draw
Fotbal,2.německá liga,2024-09-29,Ulm,Braunschweig,,,2.44,3.33,2.8,draw
Fotbal,2.německá liga,2024-10-06,Nürnberg_FC,Münster,,,2.5,3.58,2.59,draw
Fotbal,2.německá liga,2024-11-01,Ulm,Schalke_04,0.0,0.0,2.7,3.23,2.74,draw
Fotbal,2.německá liga,2024-11-03,Kaiserslautern,Magdeburg_FC,2.0,2.0,2.38,3.63,2.86,draw
Fotbal,2.německá liga,2024-11-09,Magdeburg_FC,Ulm,0.0,0.0,1.91,3.6,4.14,draw
Fotbal,2.německá liga,2024-11-09,Düsseldorf,Paderborn,1.0,1.0,2.23,3.52,3.2,draw
Fotbal,2.německá liga,2024-12-01,Elversberg_07,Paderborn,,,2.44,3.5,2.57,draw
Fotbal,2.německá liga,2024-12-01,Nürnberg_FC,Düsseldorf,2.0,2.0,2.28,3.47,3.14,draw
Fotbal,2.německá liga,2024-12-01,Ulm,Fürth,1.0,1.0,2.66,3.36,2.68,draw
Fotbal,2.německá liga,2024-12-14,Magdeburg_FC,Paderborn,1.0,1.0,2.49,3.47,2.81,draw
Fotbal,2.německá liga,2024-12-14,Schalke_04,Düsseldorf,1.0,1.0,2.53,3.62,2.67,draw
Fotbal,2.německá liga,2024-12-21,Münster,Ulm,0.0,0.0,2.21,3.27,3.48,draw
Fotbal,2.německá liga,2025-02-02,Elversberg_07,Karlsruher,,,2.16,3.64,2.89,draw
Fotbal,2.německá liga,2025-02-02,Hamburg_SV,Hannover_96,2.0,2.0,2.3,3.61,3.0,draw
Fotbal,2.německá liga,2025-02-02,Nürnberg_FC,Darmstatd_98,,,2.23,3.5,2.86,draw
Fotbal,2.německá liga,2025-02-09,Darmstatd_98,Elversberg_07,,,2.09,3.62,3.03,draw
Fotbal,2.německá liga,2025-02-09,Ulm,Paderborn,,,2.8,3.35,2.34,draw
Fotbal,2.německá liga,2025-02-09,Fürth,Regensburg_SG,,,1.77,3.64,4.11,draw
Fotbal,2.německá liga,2025-02-15,Kaiserslautern,Hannover_96,0.0,0.0,2.76,3.66,2.44,draw
Fotbal,2.německá liga,2025-02-16,Magdeburg_FC,Köln,,,2.52,3.62,2.55,draw
Fotbal,2.německá liga,2025-02-22,Ulm,Elversberg_07,0.0,0.0,3.07,3.4,2.35,draw
Fotbal,2.německá liga,2025-02-22,Hannover_96,Paderborn,1.0,1.0,2.18,3.54,3.31,draw
Fotbal,2.německá liga,2025-03-01,Braunschweig,Ulm,1.0,1.0,2.53,3.22,2.94,draw
Fotbal,2.německá liga,2025-03-07,Kaiserslautern,Elversberg_07,1.0,1.0,2.76,3.65,2.45,draw
Fotbal,2.německá liga,2025-03-16,Karlsruher,Ulm,0.0,0.0,2.07,3.52,3.62,draw
Fotbal,2.německá liga,2025-03-30,Fürth,Schalke_04,3.0,3.0,2.67,3.41,2.65,draw
Fotbal,2.německá liga,2025-03-30,Münster,Braunschweig,1.0,1.0,2.06,3.49,3.68,draw
Fotbal,2.německá liga,2025-04-06,Köln,Hertha_Berlin,,,2.08,3.49,3.34,draw
Fotbal,2.německá liga,2025-04-06,Braunschweig,Paderborn,,,3.9,3.63,1.96,draw
Fotbal,2.německá liga,2025-04-06,Darmstatd_98,Fürth,,,1.87,3.66,3.91,draw
Fotbal,2.německá liga,2025-04-06,Düsseldorf,Münster,,,1.99,3.49,3.62,draw
Fotbal,2.německá liga,2025-04-06,Karlsruher,Hannover_96,,,2.88,3.59,2.27,draw
Fotbal,2.německá liga,2025-04-11,Fürth,Köln,,,3.3,3.43,2.12,draw
Fotbal,2.německá liga,2025-04-13,Hannover_96,Elversberg_07,,,2.28,3.58,2.88,draw
Fotbal,2.německá liga,2025-04-13,Hertha_Berlin,Darmstatd_98,,,2.05,3.63,3.31,draw
Fotbal,2.německá liga,2025-04-13,Kaiserslautern,Nürnberg_FC,,,2.07,3.6,3.08,draw
Fotbal,2.německá liga,2025-04-13,Münster,Karlsruher,,,2.27,3.33,2.9,draw
Fotbal,2.německá liga,2025-04-13,Regensburg_SG,Schalke_04,,,3.78,3.5,1.87,draw
Fotbal,2.německá liga,2025-04-13,Ulm,Magdeburg_FC,,,3.31,3.64,2.05,draw
