sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,2.italská liga,2024-09-13,Cesena,Modena,,,2.15,3.03,3.65,draw
Fotbal,2.italská liga,2024-09-14,Cittadella,Catanzaro,0.0,0.0,2.36,3.09,3.12,draw
Fotbal,2.italská liga,2024-09-14,Cremonese,Spezia,1.0,1.0,2.06,3.33,3.57,draw
Fotbal,2.italská liga,2024-09-21,Palermo,Cesena,0.0,0.0,2.49,3.21,2.83,draw
Fotbal,2.italská liga,2024-09-21,Reggiana,Salernitana,0.0,0.0,2.32,3.15,3.13,draw
Fotbal,2.italská liga,2024-09-28,Cesena,Mantova,,,1.76,3.49,4.37,draw
Fotbal,2.italská liga,2024-09-28,Bari,Cosenza,1.0,1.0,2.04,3.2,3.81,draw
Fotbal,2.italská liga,2024-09-28,Sassuolo,Spezia,0.0,0.0,2.09,3.28,3.52,draw
Fotbal,2.italská liga,2024-09-29,Salernitana,Catanzaro,0.0,0.0,1.92,3.47,3.91,draw
Fotbal,2.italská liga,2024-10-06,Cremonese,Bari,1.0,1.0,2.06,3.3,3.61,draw
Fotbal,2.italská liga,2024-10-06,Mantova,Brescia,1.0,1.0,2.8,3.11,2.58,draw
Fotbal,2.italská liga,2024-10-19,Bari,Catanzaro,,,1.92,3.21,3.98,draw
Fotbal,2.italská liga,2024-10-19,Carrarese,Mantova,,,2.11,3.22,3.31,draw
Fotbal,2.italská liga,2024-10-19,Cesena,Sampdoria_Genoa,,,2.17,3.04,3.37,draw
Fotbal,2.italská liga,2024-10-19,Juve_Stabia,Cremonese,,,3.18,3.01,2.28,draw
Fotbal,2.italská liga,2024-10-19,Reggiana,Frosinone,,,2.5,3.02,2.82,draw
Fotbal,2.italská liga,2024-10-18,Bari,Catanzaro,1.0,1.0,1.9,3.26,4.35,draw
Fotbal,2.italská liga,2024-10-20,Carrarese,Mantova,1.0,1.0,2.46,3.19,2.88,draw
Fotbal,2.italská liga,2024-10-25,Spezia,Bari,0.0,0.0,1.98,3.18,4.06,draw
Fotbal,2.italská liga,2024-10-29,Bari,Carrarese,0.0,0.0,1.9,3.29,4.28,draw
Fotbal,2.italská liga,2024-10-29,Juve_Stabia,Sassuolo,2.0,2.0,3.04,3.17,2.36,draw
Fotbal,2.italská liga,2024-10-29,Salernitana,Cesena,1.0,1.0,2.34,3.2,3.04,draw
Fotbal,2.italská liga,2024-10-30,Cittadella,Sampdoria_Genoa,0.0,0.0,3.04,3.1,2.4,draw
Fotbal,2.italská liga,2024-10-30,Mantova,Palermo,0.0,0.0,3.82,3.52,1.93,draw
Fotbal,2.italská liga,2024-10-30,Pisa_AC,Catanzaro,0.0,0.0,2.14,3.0,3.75,draw
Fotbal,2.italská liga,2024-11-02,Bari,Reggiana,2.0,2.0,1.83,3.28,4.69,draw
Fotbal,2.italská liga,2024-11-03,Cosenza,Salernitana,1.0,1.0,2.41,3.0,3.13,draw
Fotbal,2.italská liga,2024-11-03,Catanzaro,Frosinone,0.0,0.0,2.12,3.08,3.69,draw
Fotbal,2.italská liga,2024-11-08,Frosinone,Palermo,1.0,1.0,3.01,3.04,2.46,draw
