sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,1.japonská liga,2024-10-19,Shonan_Bellmare,Hiroshima,2.0,1.0,4.52,3.81,1.73,home
Fotbal,1.japonská liga,2024-11-03,Sagan_Tosu,Machida_Zelvia,2.0,1.0,4.81,3.94,1.66,home
Fotbal,1.japonská liga,2024-11-10,Urawa,Hiroshima,3.0,0.0,4.56,3.7,1.74,home
Fotbal,1.japonská liga,2024-12-08,Gamba,Hiroshima,3.0,1.0,3.95,3.78,1.83,home
Fotbal,1.japonská liga,2025-03-29,Kyoto,Hiroshima,1.0,0.0,3.71,3.41,1.99,home
