sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,1.lotyšská liga,2024-09-14,Auda_Riga,Caramba,2.0,2.0,7.06,4.25,1.36,draw
Fotbal,1.lotyšská liga,2024-11-03,Daugava_Daugavpils,Valmiera_FK,3.0,3.0,6.91,4.76,1.31,draw
Fotbal,1.lotyšská liga,2024-11-03,Jelgava_RAF,Metalurgs_Liepaja,2.0,2.0,5.83,4.15,1.42,draw
Fotbal,1.lotyšská liga,2024-11-09,Metalurgs_Liepaja,Daugava_Daugavpils,3.0,3.0,1.39,4.25,6.23,draw
Fotbal,1.lotyšská liga,2025-03-10,Caramba,Auda_Riga,2.0,2.0,1.42,4.05,6.0,draw
Fotbal,1.lotyšská liga,2025-03-12,Metalurgs_Liepaja,Tukums_2000,0.0,0.0,1.3,4.61,7.81,draw
