sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,1.chilská liga,2024-09-14,Atletico_Nublense,Cobresal,1.0,0.0,1.56,4.12,4.99,home
Fotbal,1.chilská liga,2024-09-25,Universidad_de_Chile,Huachipato,2.0,1.0,1.29,4.95,9.23,home
Fotbal,1.chilská liga,2024-09-28,Everton,Cobreloa,2.0,0.0,1.42,4.31,6.73,home
Fotbal,1.chilská liga,2024-09-29,Colo_Colo,Cobresal,2.0,0.0,1.34,4.6,8.22,home
Fotbal,1.chilská liga,2024-10-04,Colo_Colo,Universidad_Católica,1.0,0.0,1.54,3.58,6.38,home
Fotbal,1.chilská liga,2024-10-06,Universidad_de_Chile,Union_La_Calera,1.0,0.0,1.39,4.34,7.57,home
Fotbal,1.chilská liga,2024-10-07,Colo_Colo,Audax_Italiano,2.0,1.0,1.37,4.26,8.38,home
Fotbal,1.chilská liga,2024-10-20,Deportes_Iquique,Cobreloa,4.0,1.0,1.41,4.48,6.53,home
Fotbal,1.chilská liga,2024-11-03,Colo_Colo,Deportes_Iquique,3.0,0.0,1.54,4.04,5.3,home
Fotbal,1.chilská liga,2024-11-10,Palestino,Audax_Italiano,2.0,0.0,1.56,3.71,5.69,home
Fotbal,1.chilská liga,2025-02-16,Universidad_de_Chile,Atletico_Nublense,5.0,0.0,1.48,4.07,6.01,home
Fotbal,1.chilská liga,2025-02-24,Universidad_de_Chile,Union_La_Calera,1.0,0.0,1.33,4.63,8.65,home
Fotbal,1.chilská liga,2025-03-10,Colo_Colo,Everton,2.0,0.0,1.4,4.25,7.42,home
