sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,4.skotská liga,2024-10-19,Stirling_Albion,Clyde,3.0,1.0,2.95,3.43,2.2,home
Fotbal,4.skotská liga,2024-12-07,Clyde,Peterhead,3.0,2.0,2.72,3.18,2.48,home
Fotbal,4.skotská liga,2024-12-14,Spartans,Clyde,3.0,2.0,2.96,2.92,2.47,home
Fotbal,4.skotská liga,2024-12-21,Edinburgh_City,Elgin,1.0,0.0,2.94,3.41,2.22,home
Fotbal,4.skotská liga,2024-12-28,Elgin,Peterhead,2.0,0.0,2.83,3.51,2.24,home
Fotbal,4.skotská liga,2025-01-04,Edinburgh_City,Bonnyrigg_Rose,2.0,0.0,2.81,3.12,2.45,home
Fotbal,4.skotská liga,2025-01-25,Spartans,Peterhead,1.0,0.0,2.85,3.01,2.49,home
Fotbal,4.skotská liga,2025-02-01,Elgin,East_Fife,1.0,0.0,2.73,3.32,2.4,home
Fotbal,4.skotská liga,2025-02-01,Stranraer,Spartans,2.0,0.0,2.86,2.9,2.56,home
Fotbal,4.skotská liga,2025-02-08,Stirling_Albion,Elgin,3.0,1.0,2.72,3.39,2.37,home
Fotbal,4.skotská liga,2025-02-15,Edinburgh_City,Spartans,5.0,0.0,2.84,3.04,2.47,home
Fotbal,4.skotská liga,2025-02-15,Stranraer,Elgin,1.0,0.0,2.83,3.11,2.44,home
Fotbal,4.skotská liga,2025-02-22,Stranraer,Stirling_Albion,3.0,0.0,2.71,3.31,2.42,home
Fotbal,4.skotská liga,2025-03-22,Edinburgh_City,East_Fife,5.0,2.0,3.16,3.19,2.19,home
Fotbal,4.skotská liga,2025-03-29,Stirling_Albion,Edinburgh_City,2.0,1.0,2.75,3.35,2.37,home
Fotbal,4.skotská liga,2025-04-05,Forfar,East_Fife,1.0,0.0,2.94,2.91,2.49,home
