sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,1.saudskoarabská liga,2024-09-21,Al_Raed,Al_Riyadh,1.0,2.0,2.16,3.06,3.38,away
Fotbal,1.saudskoarabská liga,2025-01-10,Al_Ittifaq_Dammam,Al_Kholood,2.0,3.0,2.11,3.04,3.53,away
Fotbal,1.saudskoarabská liga,2025-01-16,Al_Akhdoud,Al_Feiha,1.0,2.0,2.21,2.86,3.52,away
Fotbal,1.saudskoarabská liga,2025-02-20,Al_Riyadh,Al_Raed,1.0,3.0,1.89,3.38,3.84,away
Fotbal,1.saudskoarabská liga,2025-02-28,Al_Hilal_Riyadh,Al_Ahli_Jeddah,2.0,3.0,1.77,3.92,3.79,away
Fotbal,1.saudskoarabská liga,2025-03-01,Al_Fateh,Al_Taawon_Buraidah,1.0,2.0,1.91,3.61,3.53,away
Fotbal,1.saudskoarabská liga,2025-03-14,Al_Khaleej,Al_Wahda_Mecca,0.0,2.0,1.86,3.48,3.85,away
Fotbal,1.saudskoarabská liga,2025-03-15,Al_Ittifaq_Dammam,Al_Feiha,0.0,2.0,2.14,3.05,3.43,away
