Sport,Soutez,Den,Mesic,Rok,Tym1,Tym2,Skore1,Skore2,Kurz1,KurzX,Kurz2
Fotbal,1.polská liga,13,9,24,Motor_Lublin,Górnik_Zabrze,1,0,"2,48","3,08","2,80"
Fotbal,1.polská liga,13,9,24,Katowice_GKS,Widzew_Lódz,2,2,"2,25","3,28","2,98"
Fotbal,1.polská liga,14,9,24,Lechia_Gdaňsk,Radomiak_Radom,1,0,"2,54","3,35","2,55"
Fotbal,1.polská liga,14,9,24,Cracovia_Kraków,Pogon_Szczecin,2,1,"2,65","3,46","2,39"
Fotbal,1.polská liga,14,9,24,Lech_Poznan,Jagiellonia_Bialystok,5,0,"1,68","3,88","4,34"
Fotbal,1.polská liga,15,9,24,Piast_Gliwice,Puszcza_Niepołomice,1,1,"1,55","3,58","6,18"
Fotbal,1.polská liga,15,9,24,Korona_Kielce,Zaglebie_Lubin,2,0,"2,19","3,07","3,29"
Fotbal,1.polská liga,15,9,24,Legia_Warszawa,Rakow_Czestochowa,0,1,"2,28","3,00","3,19"
Fotbal,1.polská liga,16,9,24,Slask_Wroclaw,Stal_Mielec,,,"1,69","3,42","4,99"
Fotbal,1.polská liga,20,9,24,Radomiak_Radom,Korona_Kielce,4,0,"2,36","3,09","2,95"
Fotbal,1.polská liga,20,9,24,Pogon_Szczecin,Legia_Warszawa,1,0,"2,39","3,26","2,78"
Fotbal,1.polská liga,21,9,24,Puszcza_Niepołomice,Cracovia_Kraków,1,2,"3,40","3,27","2,06"
Fotbal,1.polská liga,21,9,24,Jagiellonia_Bialystok,Lechia_Gdaňsk,3,2,"1,74","3,96","3,90"
Fotbal,1.polská liga,21,9,24,Widzew_Lódz,Piast_Gliwice,1,0,"2,81","2,99","2,54"
Fotbal,1.polská liga,21,9,24,Górnik_Zabrze,Katowice_GKS,3,0,"2,41","3,16","2,82"
Fotbal,1.polská liga,22,9,24,Stal_Mielec,Motor_Lublin,1,0,"2,42","2,98","2,97"
Fotbal,1.polská liga,22,9,24,Rakow_Czestochowa,Zaglebie_Lubin,5,1,"1,51","3,84","6,10"
Fotbal,1.polská liga,22,9,24,Lech_Poznan,Slask_Wroclaw,1,0,"1,59","3,68","5,41"
Fotbal,1.polská liga,25,9,24,Motor_Lublin,Jagiellonia_Bialystok,0,2,"2,53","3,39","2,54"
Fotbal,1.polská liga,28,9,24,Cracovia_Kraków,Stal_Mielec,,,"1,75","3,52","4,37"
Fotbal,1.polská liga,28,9,24,Katowice_GKS,Pogon_Szczecin,,,"3,05","3,50","2,12"
Fotbal,1.polská liga,28,9,24,Lechia_Gdaňsk,Widzew_Lódz,,,"2,55","3,39","2,52"
Fotbal,1.polská liga,28,9,24,Legia_Warszawa,Górnik_Zabrze,1,1,"1,70","3,52","4,68"
Fotbal,1.polská liga,28,9,24,Motor_Lublin,Slask_Wroclaw,2,1,"2,61","3,06","2,67"
Fotbal,1.polská liga,28,9,24,Rakow_Czestochowa,Puszcza_Niepołomice,2,0,"1,34","4,54","8,68"
Fotbal,1.polská liga,29,9,24,Zaglebie_Lubin,Radomiak_Radom,1,0,"2,36","3,26","2,83"
Fotbal,1.polská liga,29,9,24,Korona_Kielce,Lech_Poznan,2,3,"3,69","3,29","1,96"
Fotbal,1.polská liga,29,9,24,Piast_Gliwice,Jagiellonia_Bialystok,0,1,"1,81","3,43","4,14"
Fotbal,1.polská liga,27,9,24,Katowice_GKS,Pogon_Szczecin,3,1,"2,96","3,50","2,17"
Fotbal,1.polská liga,27,9,24,Lechia_Gdaňsk,Widzew_Lódz,1,1,"2,64","3,58","2,34"
Fotbal,1.polská liga,30,9,24,Cracovia_Kraków,Stal_Mielec,1,1,"1,67","3,60","4,78"
Fotbal,1.polská liga,4,10,24,Puszcza_Niepołomice,Katowice_GKS,0,6,"2,98","3,12","2,33"
Fotbal,1.polská liga,4,10,24,Widzew_Lódz,Korona_Kielce,0,1,"1,90","3,32","3,90"
Fotbal,1.polská liga,5,10,24,Stal_Mielec,Lechia_Gdaňsk,2,1,"2,02","3,32","3,45"
Fotbal,1.polská liga,5,10,24,Radomiak_Radom,Rakow_Czestochowa,0,2,"3,71","3,24","1,97"
Fotbal,1.polská liga,5,10,24,Górnik_Zabrze,Zaglebie_Lubin,0,1,"2,07","3,35","3,28"
Fotbal,1.polská liga,5,10,24,Lech_Poznan,Motor_Lublin,1,2,"1,49","4,08","5,84"
Fotbal,1.polská liga,6,10,24,Slask_Wroclaw,Cracovia_Kraków,2,4,"2,51","3,03","2,81"
Fotbal,1.polská liga,6,10,24,Pogon_Szczecin,Piast_Gliwice,1,0,"2,08","3,13","3,49"
Fotbal,1.polská liga,6,10,24,Jagiellonia_Bialystok,Legia_Warszawa,1,1,"2,51","3,26","2,63"
Fotbal,1.polská liga,19,10,24,Cracovia_Kraków,Lech_Poznan,0,2,"3,09","3,30","2,18"
Fotbal,1.polská liga,19,10,24,Górnik_Zabrze,Stal_Mielec,,,"1,81","3,46","4,14"
Fotbal,1.polská liga,19,10,24,Korona_Kielce,Piast_Gliwice,,,"3,33","2,81","2,33"
Fotbal,1.polská liga,19,10,24,Lechia_Gdaňsk,Legia_Warszawa,,,"4,08","3,60","1,78"
Fotbal,1.polská liga,19,10,24,Motor_Lublin,Widzew_Lódz,3,4,"2,59","3,27","2,54"
Fotbal,1.polská liga,19,10,24,Radomiak_Radom,Puszcza_Niepołomice,,,"1,76","3,58","4,25"
Fotbal,1.polská liga,19,10,24,Rakow_Czestochowa,Pogon_Szczecin,,,"1,90","3,35","3,87"
Fotbal,1.polská liga,19,10,24,Zaglebie_Lubin,Jagiellonia_Bialystok,1,3,"2,20","3,65","2,81"
Fotbal,1.polská liga,20,10,24,Katowice_GKS,Slask_Wroclaw,0,0,"2,07","3,18","3,47"
Fotbal,1.polská liga,18,10,24,Korona_Kielce,Piast_Gliwice,0,2,"3,10","2,77","2,49"
Fotbal,1.polská liga,18,10,24,Lechia_Gdaňsk,Legia_Warszawa,0,2,"4,12","3,78","1,73"
Fotbal,1.polská liga,20,10,24,Górnik_Zabrze,Stal_Mielec,3,1,"1,86","3,46","3,88"
Fotbal,1.polská liga,20,10,24,Rakow_Czestochowa,Pogon_Szczecin,1,0,"1,74","3,48","4,50"
Fotbal,1.polská liga,21,10,24,Radomiak_Radom,Puszcza_Niepołomice,2,0,"1,73","3,54","4,46"
Fotbal,1.polská liga,23,10,24,Slask_Wroclaw,Stal_Mielec,2,1,"1,99","3,15","3,77"
Fotbal,1.polská liga,21,10,24,Katowice_GKS,Slask_Wroclaw,0,0,"2,07","3,18","3,47"
Fotbal,1.polská liga,25,10,24,Piast_Gliwice,Lechia_Gdaňsk,3,3,"1,53","3,91","5,68"
Fotbal,1.polská liga,25,10,24,Pogon_Szczecin,Puszcza_Niepołomice,2,1,"1,35","4,66","7,86"
Fotbal,1.polská liga,26,10,24,Cracovia_Kraków,Motor_Lublin,6,2,"1,76","3,55","4,25"
Fotbal,1.polská liga,26,10,24,Slask_Wroclaw,Rakow_Czestochowa,0,0,"4,63","3,15","1,81"
Fotbal,1.polská liga,26,10,24,Lech_Poznan,Radomiak_Radom,2,1,"1,45","4,34","6,14"
Fotbal,1.polská liga,27,10,24,Stal_Mielec,Zaglebie_Lubin,2,2,"2,27","3,33","2,90"
Fotbal,1.polská liga,27,10,24,Jagiellonia_Bialystok,Korona_Kielce,3,1,"1,69","3,76","4,41"
Fotbal,1.polská liga,27,10,24,Widzew_Lódz,Górnik_Zabrze,0,2,"2,08","3,46","3,18"
Fotbal,1.polská liga,27,10,24,Legia_Warszawa,Katowice_GKS,4,1,"1,59","3,81","5,15"
Fotbal,1.polská liga,2,11,24,Katowice_GKS,Korona_Kielce,,,"2,16","3,10","3,33"
